NO	DATE1	JISCODE1	PNAME1	GNAME1	CNAME1	WEIGHT	DATE2	JISCODE2	PNAME2	GNAME2	CNAME2
113	19701001	1201	北海道		札幌市	1	20151001	1100	北海道	札幌市	
185	19701001	1202	北海道		函館市	1	20151001	1202	北海道		函館市
3258	19701001	1203	北海道		小樽市	1	20151001	1203	北海道		小樽市
48	19701001	1204	北海道		旭川市	1	20151001	1204	北海道		旭川市
3259	19701001	1205	北海道		室蘭市	1	20151001	1205	北海道		室蘭市
2237	19701001	1206	北海道		釧路市	1	20151001	1206	北海道		釧路市
3260	19701001	1207	北海道		帯広市	1	20151001	1207	北海道		帯広市
2743	19701001	1208	北海道		北見市	1	20151001	1208	北海道		北見市
3261	19701001	1209	北海道		夕張市	1	20151001	1209	北海道		夕張市
2888	19701001	1210	北海道		岩見沢市	1	20151001	1210	北海道		岩見沢市
3262	19701001	1211	北海道		網走市	1	20151001	1211	北海道		網走市
3263	19701001	1212	北海道		留萌市	1	20151001	1212	北海道		留萌市
3264	19701001	1213	北海道		苫小牧市	1	20151001	1213	北海道		苫小牧市
3265	19701001	1214	北海道		稚内市	1	20151001	1214	北海道		稚内市
3266	19701001	1215	北海道		美唄市	1	20151001	1215	北海道		美唄市
3267	19701001	1216	北海道		芦別市	1	20151001	1216	北海道		芦別市
3268	19701001	1217	北海道		江別市	1	20151001	1217	北海道		江別市
3269	19701001	1218	北海道		赤平市	1	20151001	1218	北海道		赤平市
3270	19701001	1219	北海道		紋別市	1	20151001	1219	北海道		紋別市
1971	19701001	1220	北海道		士別市	1	20151001	1220	北海道		士別市
2892	19701001	1221	北海道		名寄市	1	20151001	1221	北海道		名寄市
3271	19701001	1222	北海道		三笠市	1	20151001	1222	北海道		三笠市
3272	19701001	1223	北海道		根室市	1	20151001	1223	北海道		根室市
3273	19701001	1224	北海道		千歳市	1	20151001	1224	北海道		千歳市
61	19701001	1225	北海道		滝川市	1	20151001	1225	北海道		滝川市
3274	19701001	1226	北海道		砂川市	1	20151001	1226	北海道		砂川市
3275	19701001	1227	北海道		歌志内市	1	20151001	1227	北海道		歌志内市
3	19701001	1228	北海道		深川市	1	20151001	1228	北海道		深川市
3276	19701001	1229	北海道		富良野市	1	20151001	1229	北海道		富良野市
3278	19701001	1230	北海道		登別市	1	20151001	1230	北海道		登別市
3281	19701001	1301	北海道	石狩支庁	広島町	1	20151001	1234	北海道		北広島市
2023	19701001	1302	北海道	石狩支庁	石狩町	1	20151001	1235	北海道		石狩市
3283	19701001	1303	北海道	石狩支庁	当別町	1	20151001	1303	北海道	石狩振興局	当別町
3284	19701001	1304	北海道	石狩支庁	新篠津村	1	20151001	1304	北海道	石狩振興局	新篠津村
2025	19701001	1305	北海道	石狩支庁	厚田村	1	20151001	1235	北海道		石狩市
2026	19701001	1306	北海道	石狩支庁	浜益村	1	20151001	1235	北海道		石狩市
3279	19701001	1307	北海道	石狩支庁	恵庭町	1	20151001	1231	北海道		恵庭市
3285	19701001	1331	北海道	渡島支庁	松前町	1	20151001	1331	北海道	渡島総合振興局	松前町
3286	19701001	1332	北海道	渡島支庁	福島町	1	20151001	1332	北海道	渡島総合振興局	福島町
3287	19701001	1333	北海道	渡島支庁	知内町	1	20151001	1333	北海道	渡島総合振興局	知内町
3288	19701001	1334	北海道	渡島支庁	木古内町	1	20151001	1334	北海道	渡島総合振興局	木古内町
2614	19701001	1335	北海道	渡島支庁	上磯町	1	20151001	1236	北海道		北斗市
2615	19701001	1336	北海道	渡島支庁	大野町	1	20151001	1236	北海道		北斗市
3289	19701001	1337	北海道	渡島支庁	七飯町	1	20151001	1337	北海道	渡島総合振興局	七飯町
183	19701001	1338	北海道	渡島支庁	亀田町	1	20151001	1202	北海道		函館市
911	19701001	1339	北海道	渡島支庁	戸井町	1	20151001	1202	北海道		函館市
912	19701001	1340	北海道	渡島支庁	尻岸内町	1	20151001	1202	北海道		函館市
914	19701001	1341	北海道	渡島支庁	椴法華村	1	20151001	1202	北海道		函館市
915	19701001	1342	北海道	渡島支庁	南茅部町	1	20151001	1202	北海道		函館市
3290	19701001	1343	北海道	渡島支庁	鹿部村	1	20151001	1343	北海道	渡島総合振興局	鹿部町
1640	19701001	1344	北海道	渡島支庁	砂原町	1	20151001	1345	北海道	渡島総合振興局	森町
1641	19701001	1345	北海道	渡島支庁	森町	1	20151001	1345	北海道	渡島総合振興局	森町
2028	19701001	1346	北海道	渡島支庁	八雲町	1	20151001	1346	北海道	渡島総合振興局	八雲町
3292	19701001	1347	北海道	渡島支庁	長万部町	1	20151001	1347	北海道	渡島総合振興局	長万部町
3293	19701001	1361	北海道	檜山支庁	江差町	1	20151001	1361	北海道	檜山振興局	江差町
3294	19701001	1362	北海道	檜山支庁	上ノ国町	1	20151001	1362	北海道	檜山振興局	上ノ国町
3295	19701001	1363	北海道	檜山支庁	厚沢部町	1	20151001	1363	北海道	檜山振興局	厚沢部町
3296	19701001	1364	北海道	檜山支庁	乙部町	1	20151001	1364	北海道	檜山振興局	乙部町
2029	19701001	1365	北海道	檜山支庁	熊石町	1	20151001	1346	北海道	渡島総合振興局	八雲町
1974	19701001	1366	北海道	檜山支庁	大成町	1	20151001	1371	北海道	檜山振興局	せたな町
3297	19701001	1367	北海道	檜山支庁	奥尻町	1	20151001	1367	北海道	檜山振興局	奥尻町
1975	19701001	1368	北海道	檜山支庁	瀬棚町	1	20151001	1371	北海道	檜山振興局	せたな町
1976	19701001	1369	北海道	檜山支庁	北檜山町	1	20151001	1371	北海道	檜山振興局	せたな町
3298	19701001	1370	北海道	檜山支庁	今金町	1	20151001	1370	北海道	檜山振興局	今金町
3299	19701001	1391	北海道	後志支庁	島牧村	1	20151001	1391	北海道	後志総合振興局	島牧村
3300	19701001	1392	北海道	後志支庁	寿都町	1	20151001	1392	北海道	後志総合振興局	寿都町
3301	19701001	1393	北海道	後志支庁	黒松内町	1	20151001	1393	北海道	後志総合振興局	黒松内町
3302	19701001	1394	北海道	後志支庁	蘭越町	1	20151001	1394	北海道	後志総合振興局	蘭越町
3303	19701001	1395	北海道	後志支庁	ニセコ町	1	20151001	1395	北海道	後志総合振興局	ニセコ町
3304	19701001	1396	北海道	後志支庁	真狩村	1	20151001	1396	北海道	後志総合振興局	真狩村
3305	19701001	1397	北海道	後志支庁	留寿都村	1	20151001	1397	北海道	後志総合振興局	留寿都村
3306	19701001	1398	北海道	後志支庁	喜茂別町	1	20151001	1398	北海道	後志総合振興局	喜茂別町
3307	19701001	1399	北海道	後志支庁	京極町	1	20151001	1399	北海道	後志総合振興局	京極町
3308	19701001	1400	北海道	後志支庁	倶知安町	1	20151001	1400	北海道	後志総合振興局	倶知安町
3309	19701001	1401	北海道	後志支庁	共和村	1	20151001	1401	北海道	後志総合振興局	共和町
3311	19701001	1402	北海道	後志支庁	岩内町	1	20151001	1402	北海道	後志総合振興局	岩内町
3312	19701001	1403	北海道	後志支庁	泊村	1	20151001	1403	北海道	後志総合振興局	泊村
3313	19701001	1404	北海道	後志支庁	神恵内村	1	20151001	1404	北海道	後志総合振興局	神恵内村
3314	19701001	1405	北海道	後志支庁	積丹町	1	20151001	1405	北海道	後志総合振興局	積丹町
3315	19701001	1406	北海道	後志支庁	古平町	1	20151001	1406	北海道	後志総合振興局	古平町
3316	19701001	1407	北海道	後志支庁	仁木町	1	20151001	1407	北海道	後志総合振興局	仁木町
3317	19701001	1408	北海道	後志支庁	余市町	1	20151001	1408	北海道	後志総合振興局	余市町
3318	19701001	1409	北海道	後志支庁	赤井川村	1	20151001	1409	北海道	後志総合振興局	赤井川村
2889	19701001	1421	北海道	空知支庁	北村	1	20151001	1210	北海道		岩見沢市
2890	19701001	1422	北海道	空知支庁	栗沢町	1	20151001	1210	北海道		岩見沢市
3319	19701001	1423	北海道	空知支庁	南幌町	1	20151001	1423	北海道	空知総合振興局	南幌町
3320	19701001	1424	北海道	空知支庁	奈井江町	1	20151001	1424	北海道	空知総合振興局	奈井江町
3321	19701001	1425	北海道	空知支庁	上砂川町	1	20151001	1425	北海道	空知総合振興局	上砂川町
62	19701001	1426	北海道	空知支庁	江部乙町	1	20151001	1225	北海道		滝川市
3322	19701001	1427	北海道	空知支庁	由仁町	1	20151001	1427	北海道	空知総合振興局	由仁町
3323	19701001	1428	北海道	空知支庁	長沼町	1	20151001	1428	北海道	空知総合振興局	長沼町
3324	19701001	1429	北海道	空知支庁	栗山町	1	20151001	1429	北海道	空知総合振興局	栗山町
3325	19701001	1430	北海道	空知支庁	月形町	1	20151001	1430	北海道	空知総合振興局	月形町
3326	19701001	1431	北海道	空知支庁	浦臼町	1	20151001	1431	北海道	空知総合振興局	浦臼町
3327	19701001	1432	北海道	空知支庁	新十津川町	1	20151001	1432	北海道	空知総合振興局	新十津川町
3328	19701001	1433	北海道	空知支庁	妹背牛町	1	20151001	1433	北海道	空知総合振興局	妹背牛町
3329	19701001	1434	北海道	空知支庁	秩父別町	1	20151001	1434	北海道	空知総合振興局	秩父別町
3330	19701001	1436	北海道	空知支庁	雨竜町	1	20151001	1436	北海道	空知総合振興局	雨竜町
3331	19701001	1437	北海道	空知支庁	北竜町	1	20151001	1437	北海道	空知総合振興局	北竜町
3332	19701001	1438	北海道	空知支庁	沼田町	1	20151001	1438	北海道	空知総合振興局	沼田町
3351	19701001	1439	北海道	空知支庁	幌加内町	1	20151001	1472	北海道	上川総合振興局	幌加内町
47	19701001	1451	北海道	上川支庁	東鷹栖町	1	20151001	1204	北海道		旭川市
3333	19701001	1452	北海道	上川支庁	鷹栖町	1	20151001	1452	北海道	上川総合振興局	鷹栖町
3334	19701001	1453	北海道	上川支庁	東神楽町	1	20151001	1453	北海道	上川総合振興局	東神楽町
3335	19701001	1454	北海道	上川支庁	当麻町	1	20151001	1454	北海道	上川総合振興局	当麻町
3336	19701001	1455	北海道	上川支庁	比布町	1	20151001	1455	北海道	上川総合振興局	比布町
3337	19701001	1456	北海道	上川支庁	愛別町	1	20151001	1456	北海道	上川総合振興局	愛別町
3338	19701001	1457	北海道	上川支庁	上川町	1	20151001	1457	北海道	上川総合振興局	上川町
3339	19701001	1458	北海道	上川支庁	東川町	1	20151001	1458	北海道	上川総合振興局	東川町
3340	19701001	1459	北海道	上川支庁	美瑛町	1	20151001	1459	北海道	上川総合振興局	美瑛町
3341	19701001	1460	北海道	上川支庁	上富良野町	1	20151001	1460	北海道	上川総合振興局	上富良野町
3342	19701001	1461	北海道	上川支庁	中富良野町	1	20151001	1461	北海道	上川総合振興局	中富良野町
3343	19701001	1462	北海道	上川支庁	南富良野町	1	20151001	1462	北海道	上川総合振興局	南富良野町
3344	19701001	1463	北海道	上川支庁	占冠村	1	20151001	1463	北海道	上川総合振興局	占冠村
3345	19701001	1464	北海道	上川支庁	和寒町	1	20151001	1464	北海道	上川総合振興局	和寒町
3346	19701001	1465	北海道	上川支庁	剣淵町	1	20151001	1465	北海道	上川総合振興局	剣淵町
1972	19701001	1466	北海道	上川支庁	朝日町	1	20151001	1220	北海道		士別市
2893	19701001	1467	北海道	上川支庁	風連町	1	20151001	1221	北海道		名寄市
3347	19701001	1468	北海道	上川支庁	下川町	1	20151001	1468	北海道	上川総合振興局	下川町
3348	19701001	1469	北海道	上川支庁	美深町	1	20151001	1469	北海道	上川総合振興局	美深町
3349	19701001	1470	北海道	上川支庁	音威子府村	1	20151001	1470	北海道	上川総合振興局	音威子府村
3350	19701001	1471	北海道	上川支庁	中川町	1	20151001	1471	北海道	上川総合振興局	中川町
3352	19701001	1481	北海道	留萌支庁	増毛町	1	20151001	1481	北海道	留萌振興局	増毛町
3353	19701001	1482	北海道	留萌支庁	小平町	1	20151001	1482	北海道	留萌振興局	小平町
3354	19701001	1483	北海道	留萌支庁	苫前町	1	20151001	1483	北海道	留萌振興局	苫前町
3355	19701001	1484	北海道	留萌支庁	羽幌町	1	20151001	1484	北海道	留萌振興局	羽幌町
3356	19701001	1485	北海道	留萌支庁	初山別村	1	20151001	1485	北海道	留萌振興局	初山別村
3357	19701001	1486	北海道	留萌支庁	遠別町	1	20151001	1486	北海道	留萌振興局	遠別町
3358	19701001	1487	北海道	留萌支庁	天塩町	1	20151001	1487	北海道	留萌振興局	天塩町
3367	19701001	1488	北海道	留萌支庁	幌延町	1	20151001	1520	北海道	宗谷総合振興局	幌延町
3359	19701001	1511	北海道	宗谷支庁	猿払村	1	20151001	1511	北海道	宗谷総合振興局	猿払村
3360	19701001	1512	北海道	宗谷支庁	浜頓別町	1	20151001	1512	北海道	宗谷総合振興局	浜頓別町
3361	19701001	1513	北海道	宗谷支庁	中頓別町	1	20151001	1513	北海道	宗谷総合振興局	中頓別町
2773	19701001	1514	北海道	宗谷支庁	枝幸町	1	20151001	1514	北海道	宗谷総合振興局	枝幸町
2774	19701001	1515	北海道	宗谷支庁	歌登町	1	20151001	1514	北海道	宗谷総合振興局	枝幸町
3362	19701001	1516	北海道	宗谷支庁	豊富町	1	20151001	1516	北海道	宗谷総合振興局	豊富町
3363	19701001	1517	北海道	宗谷支庁	礼文町	1	20151001	1517	北海道	宗谷総合振興局	礼文町
3364	19701001	1518	北海道	宗谷支庁	利尻町	1	20151001	1518	北海道	宗谷総合振興局	利尻町
3365	19701001	1519	北海道	宗谷支庁	東利尻町	1	20151001	1519	北海道	宗谷総合振興局	利尻富士町
2972	19701001	1541	北海道	網走支庁	東藻琴村	1	20151001	1564	北海道	オホーツク総合振興局	大空町
2973	19701001	1542	北海道	網走支庁	女満別町	1	20151001	1564	北海道	オホーツク総合振興局	大空町
3368	19701001	1543	北海道	網走支庁	美幌町	1	20151001	1543	北海道	オホーツク総合振興局	美幌町
3369	19701001	1544	北海道	網走支庁	津別町	1	20151001	1544	北海道	オホーツク総合振興局	津別町
3370	19701001	1545	北海道	網走支庁	斜里町	1	20151001	1545	北海道	オホーツク総合振興局	斜里町
3371	19701001	1546	北海道	網走支庁	清里町	1	20151001	1546	北海道	オホーツク総合振興局	清里町
3372	19701001	1547	北海道	網走支庁	小清水町	1	20151001	1547	北海道	オホーツク総合振興局	小清水町
2744	19701001	1548	北海道	網走支庁	端野町	1	20151001	1208	北海道		北見市
3373	19701001	1549	北海道	網走支庁	訓子府町	1	20151001	1549	北海道	オホーツク総合振興局	訓子府町
3374	19701001	1550	北海道	網走支庁	置戸町	1	20151001	1550	北海道	オホーツク総合振興局	置戸町
2745	19701001	1551	北海道	網走支庁	留辺蘂町	1	20151001	1208	北海道		北見市
3375	19701001	1552	北海道	網走支庁	佐呂間町	1	20151001	1552	北海道	オホーツク総合振興局	佐呂間町
2746	19701001	1553	北海道	網走支庁	常呂町	1	20151001	1208	北海道		北見市
2032	19701001	1554	北海道	網走支庁	生田原町	1	20151001	1555	北海道	オホーツク総合振興局	遠軽町
2033	19701001	1555	北海道	網走支庁	遠軽町	1	20151001	1555	北海道	オホーツク総合振興局	遠軽町
2034	19701001	1556	北海道	網走支庁	丸瀬布町	1	20151001	1555	北海道	オホーツク総合振興局	遠軽町
2035	19701001	1557	北海道	網走支庁	白滝村	1	20151001	1555	北海道	オホーツク総合振興局	遠軽町
3160	19701001	1558	北海道	網走支庁	上湧別町	1	20151001	1559	北海道	オホーツク総合振興局	湧別町
3161	19701001	1559	北海道	網走支庁	湧別町	1	20151001	1559	北海道	オホーツク総合振興局	湧別町
3376	19701001	1560	北海道	網走支庁	滝上町	1	20151001	1560	北海道	オホーツク総合振興局	滝上町
3377	19701001	1561	北海道	網走支庁	興部町	1	20151001	1561	北海道	オホーツク総合振興局	興部町
3378	19701001	1562	北海道	網走支庁	西興部村	1	20151001	1562	北海道	オホーツク総合振興局	西興部村
3379	19701001	1563	北海道	網走支庁	雄武町	1	20151001	1563	北海道	オホーツク総合振興局	雄武町
3380	19701001	1571	北海道	胆振支庁	豊浦町	1	20151001	1571	北海道	胆振総合振興局	豊浦町
2895	19701001	1572	北海道	胆振支庁	虻田町	1	20151001	1584	北海道	胆振総合振興局	洞爺湖町
2896	19701001	1573	北海道	胆振支庁	洞爺村	1	20151001	1584	北海道	胆振総合振興局	洞爺湖町
2678	19701001	1574	北海道	胆振支庁	大滝村	1	20151001	1233	北海道		伊達市
3381	19701001	1575	北海道	胆振支庁	壮瞥町	1	20151001	1575	北海道	胆振総合振興局	壮瞥町
2676	19701001	1576	北海道	胆振支庁	伊達町	1	20151001	1233	北海道		伊達市
3382	19701001	1578	北海道	胆振支庁	白老町	1	20151001	1578	北海道	胆振総合振興局	白老町
2899	19701001	1579	北海道	胆振支庁	早来町	1	20151001	1585	北海道	胆振総合振興局	安平町
2900	19701001	1580	北海道	胆振支庁	追分町	1	20151001	1585	北海道	胆振総合振興局	安平町
3383	19701001	1581	北海道	胆振支庁	厚真町	1	20151001	1581	北海道	胆振総合振興局	厚真町
2903	19701001	1582	北海道	胆振支庁	鵡川町	1	20151001	1586	北海道	胆振総合振興局	むかわ町
2904	19701001	1583	北海道	胆振支庁	穂別町	1	20151001	1586	北海道	胆振総合振興局	むかわ町
2680	19701001	1601	北海道	日高支庁	日高町	1	20151001	1601	北海道	日高振興局	日高町
3384	19701001	1602	北海道	日高支庁	平取町	1	20151001	1602	北海道	日高振興局	平取町
2681	19701001	1603	北海道	日高支庁	門別町	1	20151001	1601	北海道	日高振興局	日高町
3385	19701001	1604	北海道	日高支庁	新冠町	1	20151001	1604	北海道	日高振興局	新冠町
2976	19701001	1605	北海道	日高支庁	静内町	1	20151001	1610	北海道	日高振興局	新ひだか町
2977	19701001	1606	北海道	日高支庁	三石町	1	20151001	1610	北海道	日高振興局	新ひだか町
3386	19701001	1607	北海道	日高支庁	浦河町	1	20151001	1607	北海道	日高振興局	浦河町
3387	19701001	1608	北海道	日高支庁	様似町	1	20151001	1608	北海道	日高振興局	様似町
3389	19701001	1609	北海道	日高支庁	えりも町	1	20151001	1609	北海道	日高振興局	えりも町
3390	19701001	1631	北海道	十勝支庁	音更町	1	20151001	1631	北海道	十勝総合振興局	音更町
3391	19701001	1632	北海道	十勝支庁	士幌町	1	20151001	1632	北海道	十勝総合振興局	士幌町
3392	19701001	1633	北海道	十勝支庁	上士幌町	1	20151001	1633	北海道	十勝総合振興局	上士幌町
3393	19701001	1634	北海道	十勝支庁	鹿追町	1	20151001	1634	北海道	十勝総合振興局	鹿追町
3394	19701001	1635	北海道	十勝支庁	新得町	1	20151001	1635	北海道	十勝総合振興局	新得町
3395	19701001	1636	北海道	十勝支庁	清水町	1	20151001	1636	北海道	十勝総合振興局	清水町
3396	19701001	1637	北海道	十勝支庁	芽室町	1	20151001	1637	北海道	十勝総合振興局	芽室町
3397	19701001	1638	北海道	十勝支庁	中札内村	1	20151001	1638	北海道	十勝総合振興局	中札内村
3398	19701001	1639	北海道	十勝支庁	更別村	1	20151001	1639	北海道	十勝総合振興局	更別村
2618	19701001	1640	北海道	十勝支庁	忠類村	1	20151001	1643	北海道	十勝総合振興局	幕別町
3399	19701001	1641	北海道	十勝支庁	大樹町	1	20151001	1641	北海道	十勝総合振興局	大樹町
3400	19701001	1642	北海道	十勝支庁	広尾町	1	20151001	1642	北海道	十勝総合振興局	広尾町
2617	19701001	1643	北海道	十勝支庁	幕別町	1	20151001	1643	北海道	十勝総合振興局	幕別町
3401	19701001	1644	北海道	十勝支庁	池田町	1	20151001	1644	北海道	十勝総合振興局	池田町
3402	19701001	1645	北海道	十勝支庁	豊頃町	1	20151001	1645	北海道	十勝総合振興局	豊頃町
3403	19701001	1646	北海道	十勝支庁	本別町	1	20151001	1646	北海道	十勝総合振興局	本別町
3404	19701001	1647	北海道	十勝支庁	足寄町	1	20151001	1647	北海道	十勝総合振興局	足寄町
3405	19701001	1648	北海道	十勝支庁	陸別町	1	20151001	1648	北海道	十勝総合振興局	陸別町
3406	19701001	1649	北海道	十勝支庁	浦幌町	1	20151001	1649	北海道	十勝総合振興局	浦幌町
3407	19701001	1661	北海道	釧路支庁	釧路村	1	20151001	1661	北海道	釧路総合振興局	釧路町
3409	19701001	1662	北海道	釧路支庁	厚岸町	1	20151001	1662	北海道	釧路総合振興局	厚岸町
3410	19701001	1663	北海道	釧路支庁	浜中町	1	20151001	1663	北海道	釧路総合振興局	浜中町
3411	19701001	1664	北海道	釧路支庁	標茶町	1	20151001	1664	北海道	釧路総合振興局	標茶町
3412	19701001	1665	北海道	釧路支庁	弟子屈町	1	20151001	1665	北海道	釧路総合振興局	弟子屈町
2238	19701001	1666	北海道	釧路支庁	阿寒町	1	20151001	1206	北海道		釧路市
3413	19701001	1667	北海道	釧路支庁	鶴居村	1	20151001	1667	北海道	釧路総合振興局	鶴居村
3414	19701001	1668	北海道	釧路支庁	白糠町	1	20151001	1668	北海道	釧路総合振興局	白糠町
2239	19701001	1669	北海道	釧路支庁	音別町	1	20151001	1206	北海道		釧路市
3415	19701001	1691	北海道	根室支庁	別海村	1	20151001	1691	北海道	根室振興局	別海町
3417	19701001	1692	北海道	根室支庁	中標津町	1	20151001	1692	北海道	根室振興局	中標津町
3418	19701001	1693	北海道	根室支庁	標津町	1	20151001	1693	北海道	根室振興局	標津町
3419	19701001	1694	北海道	根室支庁	羅臼町	1	20151001	1694	北海道	根室振興局	羅臼町
3420	19701001	1695	北海道	根室支庁	色丹村	1	20151001	1695	北海道	根室振興局	色丹村
3421	19701001	1696	北海道	根室支庁	泊村	1	20151001	1696	北海道	根室振興局	泊村
3422	19701001	1698	北海道	根室支庁	留別村	1	20151001	1698	北海道	根室振興局	留別村
1644	19701001	2201	青森県		青森市	1	20151001	2201	青森県		青森市
2672	19701001	2202	青森県		弘前市	1	20151001	2202	青森県		弘前市
1554	19701001	2203	青森県		八戸市	1	20151001	2203	青森県		八戸市
3557	19701001	2204	青森県		黒石市	1	20151001	2204	青森県		黒石市
1496	19701001	2205	青森県		五所川原市	1	20151001	2205	青森県		五所川原市
932	19701001	2206	青森県		十和田市	1	20151001	2206	青森県		十和田市
3558	19701001	2207	青森県		三沢市	1	20151001	2207	青森県		三沢市
1333	19701001	2208	青森県		むつ市	1	20151001	2208	青森県		むつ市
3559	19701001	2301	青森県	東津軽郡	平内町	1	20151001	2301	青森県	東津軽郡	平内町
1500	19701001	2302	青森県	東津軽郡	蟹田町	1	20151001	2307	青森県	東津軽郡	外ヶ浜町
3560	19701001	2303	青森県	東津軽郡	今別町	1	20151001	2303	青森県	東津軽郡	今別町
3561	19701001	2304	青森県	東津軽郡	蓬田村	1	20151001	2304	青森県	東津軽郡	蓬田村
1501	19701001	2305	青森県	東津軽郡	平舘村	1	20151001	2307	青森県	東津軽郡	外ヶ浜町
1502	19701001	2306	青森県	東津軽郡	三厩村	1	20151001	2307	青森県	東津軽郡	外ヶ浜町
3562	19701001	2321	青森県	西津軽郡	鰺ヶ沢町	1	20151001	2321	青森県	西津軽郡	鰺ヶ沢町
1173	19701001	2322	青森県	西津軽郡	木造町	1	20151001	2209	青森県		つがる市
1557	19701001	2323	青森県	西津軽郡	深浦町	1	20151001	2323	青森県	西津軽郡	深浦町
1174	19701001	2324	青森県	西津軽郡	森田村	1	20151001	2209	青森県		つがる市
1558	19701001	2325	青森県	西津軽郡	岩崎村	1	20151001	2323	青森県	西津軽郡	深浦町
1175	19701001	2326	青森県	西津軽郡	柏村	1	20151001	2209	青森県		つがる市
1176	19701001	2327	青森県	西津軽郡	稲垣村	1	20151001	2209	青森県		つがる市
1177	19701001	2328	青森県	西津軽郡	車力村	1	20151001	2209	青森県		つがる市
2673	19701001	2341	青森県	中津軽郡	岩木町	1	20151001	2202	青森県		弘前市
2674	19701001	2342	青森県	中津軽郡	相馬村	1	20151001	2202	青森県		弘前市
3563	19701001	2343	青森県	中津軽郡	西目屋村	1	20151001	2343	青森県	中津軽郡	西目屋村
1504	19701001	2361	青森県	南津軽郡	藤崎町	1	20151001	2361	青森県	南津軽郡	藤崎町
3564	19701001	2362	青森県	南津軽郡	大鰐町	1	20151001	2362	青森県	南津軽郡	大鰐町
2367	19701001	2363	青森県	南津軽郡	尾上町	1	20151001	2210	青森県		平川市
1645	19701001	2364	青森県	南津軽郡	浪岡町	1	20151001	2201	青森県		青森市
2368	19701001	2365	青森県	南津軽郡	平賀町	1	20151001	2210	青森県		平川市
1505	19701001	2366	青森県	南津軽郡	常盤村	1	20151001	2361	青森県	南津軽郡	藤崎町
3565	19701001	2367	青森県	南津軽郡	田舎館村	1	20151001	2367	青森県	南津軽郡	田舎館村
2369	19701001	2368	青森県	南津軽郡	碇ヶ関村	1	20151001	2210	青森県		平川市
3566	19701001	2381	青森県	北津軽郡	板柳町	1	20151001	2381	青森県	北津軽郡	板柳町
1497	19701001	2382	青森県	北津軽郡	金木町	1	20151001	2205	青森県		五所川原市
1507	19701001	2383	青森県	北津軽郡	中里町	1	20151001	2387	青森県	北津軽郡	中泊町
3567	19701001	2384	青森県	北津軽郡	鶴田町	1	20151001	2384	青森県	北津軽郡	鶴田町
1498	19701001	2385	青森県	北津軽郡	市浦村	1	20151001	2205	青森県		五所川原市
1508	19701001	2386	青森県	北津軽郡	小泊村	1	20151001	2387	青森県	北津軽郡	中泊町
3568	19701001	2401	青森県	上北郡	野辺地町	1	20151001	2401	青森県	上北郡	野辺地町
1560	19701001	2402	青森県	上北郡	七戸町	1	20151001	2402	青森県	上北郡	七戸町
2684	19701001	2403	青森県	上北郡	百石町	1	20151001	2412	青森県	上北郡	おいらせ町
933	19701001	2404	青森県	上北郡	十和田町	1	20151001	2206	青森県		十和田市
3569	19701001	2405	青森県	上北郡	六戸町	1	20151001	2405	青森県	上北郡	六戸町
3570	19701001	2406	青森県	上北郡	横浜町	1	20151001	2406	青森県	上北郡	横浜町
1563	19701001	2407	青森県	上北郡	上北町	1	20151001	2408	青森県	上北郡	東北町
1564	19701001	2408	青森県	上北郡	東北町	1	20151001	2408	青森県	上北郡	東北町
1561	19701001	2409	青森県	上北郡	天間林村	1	20151001	2402	青森県	上北郡	七戸町
2685	19701001	2410	青森県	上北郡	下田町	1	20151001	2412	青森県	上北郡	おいらせ町
3571	19701001	2411	青森県	上北郡	六ヶ所村	1	20151001	2411	青森県	上北郡	六ヶ所村
1334	19701001	2421	青森県	下北郡	川内町	1	20151001	2208	青森県		むつ市
1335	19701001	2422	青森県	下北郡	大畑町	1	20151001	2208	青森県		むつ市
3572	19701001	2423	青森県	下北郡	大間町	1	20151001	2423	青森県	下北郡	大間町
3573	19701001	2424	青森県	下北郡	東通村	1	20151001	2424	青森県	下北郡	東通村
3574	19701001	2425	青森県	下北郡	風間浦村	1	20151001	2425	青森県	下北郡	風間浦村
3575	19701001	2426	青森県	下北郡	佐井村	1	20151001	2426	青森県	下北郡	佐井村
1336	19701001	2427	青森県	下北郡	脇野沢村	1	20151001	2208	青森県		むつ市
3576	19701001	2441	青森県	三戸郡	三戸町	1	20151001	2441	青森県	三戸郡	三戸町
631	19701001	2442	青森県	三戸郡	五戸町	1	20151001	2442	青森県	三戸郡	五戸町
3577	19701001	2443	青森県	三戸郡	田子町	1	20151001	2443	青森県	三戸郡	田子町
2371	19701001	2444	青森県	三戸郡	名川町	1	20151001	2445	青森県	三戸郡	南部町
2372	19701001	2445	青森県	三戸郡	南部町	1	20151001	2445	青森県	三戸郡	南部町
3578	19701001	2446	青森県	三戸郡	階上村	1	20151001	2446	青森県	三戸郡	階上町
2373	19701001	2447	青森県	三戸郡	福地村	1	20151001	2445	青森県	三戸郡	南部町
1555	19701001	2448	青森県	三戸郡	南郷村	1	20151001	2203	青森県		八戸市
632	19701001	2449	青森県	三戸郡	倉石村	1	20151001	2442	青森県	三戸郡	五戸町
3580	19701001	2450	青森県	三戸郡	新郷村	1	20151001	2450	青森県	三戸郡	新郷村
344	19701001	3201	岩手県		盛岡市	1	20151001	3201	岩手県		盛岡市
1903	19701001	3202	岩手県		宮古市	1	20151001	3202	岩手県		宮古市
