NO	DATE1	JISCODE1	PNAME1	GNAME1	CNAME1	WEIGHT	DATE2	JISCODE2	PNAME2	GNAME2	CNAME2
4171	19701001	22325	静岡県	田方郡	函南町	1	20151001	22325	静岡県	田方郡	函南町
1762	19701001	22326	静岡県	田方郡	韮山町	1	20151001	22225	静岡県		伊豆の国市
1763	19701001	22327	静岡県	田方郡	大仁町	1	20151001	22225	静岡県		伊豆の国市
589	19701001	22328	静岡県	田方郡	天城湯ヶ島町	1	20151001	22222	静岡県		伊豆市
590	19701001	22329	静岡県	田方郡	中伊豆町	1	20151001	22222	静岡県		伊豆市
4172	19701001	22341	静岡県	駿東郡	清水町	1	20151001	22341	静岡県	駿東郡	清水町
4173	19701001	22342	静岡県	駿東郡	長泉町	1	20151001	22342	静岡県	駿東郡	長泉町
4165	19701001	22343	静岡県	駿東郡	裾野町	1	20151001	22220	静岡県		裾野市
4174	19701001	22344	静岡県	駿東郡	小山町	1	20151001	22344	静岡県	駿東郡	小山町
3231	19701001	22361	静岡県	富士郡	芝川町	1	20151001	22207	静岡県		富士宮市
3129	19701001	22381	静岡県	庵原郡	富士川町	1	20151001	22210	静岡県		富士市
2998	19701001	22382	静岡県	庵原郡	蒲原町	1	20151001	22100	静岡県	静岡市	
3125	19701001	22383	静岡県	庵原郡	由比町	1	20151001	22100	静岡県	静岡市	
3135	19701001	22401	静岡県	志太郡	岡部町	1	20151001	22214	静岡県		藤枝市
3132	19701001	22402	静岡県	志太郡	大井川町	1	20151001	22212	静岡県		焼津市
592	19701001	22421	静岡県	榛原郡	御前崎町	1	20151001	22223	静岡県		御前崎市
2249	19701001	22422	静岡県	榛原郡	相良町	1	20151001	22226	静岡県		牧之原市
2250	19701001	22423	静岡県	榛原郡	榛原町	1	20151001	22226	静岡県		牧之原市
4175	19701001	22424	静岡県	榛原郡	吉田町	1	20151001	22424	静岡県	榛原郡	吉田町
1901	19701001	22425	静岡県	榛原郡	金谷町	1	20151001	22209	静岡県		島田市
3114	19701001	22426	静岡県	榛原郡	川根町	1	20151001	22209	静岡県		島田市
2010	19701001	22427	静岡県	榛原郡	中川根町	1	20151001	22429	静岡県	榛原郡	川根本町
2011	19701001	22428	静岡県	榛原郡	本川根町	1	20151001	22429	静岡県	榛原郡	川根本町
175	19701001	22441	静岡県	小笠郡	城東村	1	20151001	22213	静岡県		掛川市
1753	19701001	22442	静岡県	小笠郡	大須賀町	1	20151001	22213	静岡県		掛川市
176	19701001	22443	静岡県	小笠郡	大浜町	1	20151001	22213	静岡県		掛川市
593	19701001	22444	静岡県	小笠郡	浜岡町	1	20151001	22223	静岡県		御前崎市
1086	19701001	22445	静岡県	小笠郡	小笠町	1	20151001	22224	静岡県		菊川市
1087	19701001	22446	静岡県	小笠郡	菊川町	1	20151001	22224	静岡県		菊川市
4176	19701001	22461	静岡県	周智郡	森町	1	20151001	22461	静岡県	周智郡	森町
1925	19701001	22462	静岡県	周智郡	春野町	1	20151001	22130	静岡県	浜松市	
1756	19701001	22481	静岡県	磐田郡	浅羽町	1	20151001	22216	静岡県		袋井市
1746	19701001	22482	静岡県	磐田郡	福田町	1	20151001	22211	静岡県		磐田市
1747	19701001	22483	静岡県	磐田郡	竜洋町	1	20151001	22211	静岡県		磐田市
1748	19701001	22484	静岡県	磐田郡	豊田村	1	20151001	22211	静岡県		磐田市
1750	19701001	22485	静岡県	磐田郡	豊岡村	1	20151001	22211	静岡県		磐田市
1926	19701001	22486	静岡県	磐田郡	龍山村	1	20151001	22130	静岡県	浜松市	
1927	19701001	22487	静岡県	磐田郡	佐久間町	1	20151001	22130	静岡県	浜松市	
1928	19701001	22488	静岡県	磐田郡	水窪町	1	20151001	22130	静岡県	浜松市	
337	19701001	22501	静岡県	浜名郡	可美村	1	20151001	22130	静岡県	浜松市	
1929	19701001	22502	静岡県	浜名郡	舞阪町	0.999999995	20151001	22130	静岡県	浜松市	
3217	19701001	22503	静岡県	浜名郡	新居町	1	20151001	22221	静岡県		湖西市
3215	19701001	22504	静岡県	浜名郡	湖西町	1	20151001	22221	静岡県		湖西市
1930	19701001	22505	静岡県	浜名郡	雄踏町	1	20151001	22130	静岡県	浜松市	
1931	19701001	22521	静岡県	引佐郡	細江町	1.000000001	20151001	22130	静岡県	浜松市	
1932	19701001	22522	静岡県	引佐郡	引佐町	1	20151001	22130	静岡県	浜松市	
1933	19701001	22523	静岡県	引佐郡	三ヶ日町	1	20151001	22130	静岡県	浜松市	
4177	19701001	23100	愛知県	名古屋市		1	20151001	23100	愛知県	名古屋市	
4190	19701001	23201	愛知県		豊橋市	1	20151001	23201	愛知県		豊橋市
2441	19701001	23202	愛知県		岡崎市	1	20151001	23202	愛知県		岡崎市
1765	19701001	23203	愛知県		一宮市	1	20151001	23203	愛知県		一宮市
4191	19701001	23204	愛知県		瀬戸市	1	20151001	23204	愛知県		瀬戸市
4192	19701001	23205	愛知県		半田市	1	20151001	23205	愛知県		半田市
4193	19701001	23206	愛知県		春日井市	1	20151001	23206	愛知県		春日井市
2600	19701001	23207	愛知県		豊川市	1	20151001	23207	愛知県		豊川市
4194	19701001	23208	愛知県		津島市	1	20151001	23208	愛知県		津島市
4195	19701001	23209	愛知県		碧南市	1	20151001	23209	愛知県		碧南市
4196	19701001	23210	愛知県		刈谷市	1	20151001	23210	愛知県		刈谷市
9	19701001	23211	愛知県		豊田市	1	20151001	23211	愛知県		豊田市
4197	19701001	23212	愛知県		安城市	1	20151001	23212	愛知県		安城市
4198	19701001	23213	愛知県		西尾市	1	20151001	23213	愛知県		西尾市
4199	19701001	23214	愛知県		蒲郡市	1	20151001	23214	愛知県		蒲郡市
4200	19701001	23215	愛知県		犬山市	1	20151001	23215	愛知県		犬山市
4201	19701001	23216	愛知県		常滑市	1	20151001	23216	愛知県		常滑市
4202	19701001	23217	愛知県		江南市	1	20151001	23217	愛知県		江南市
1766	19701001	23218	愛知県		尾西市	1	20151001	23203	愛知県		一宮市
4203	19701001	23219	愛知県		小牧市	1	20151001	23219	愛知県		小牧市
1778	19701001	23220	愛知県		稲沢市	1	20151001	23220	愛知県		稲沢市
2138	19701001	23221	愛知県		新城市	1	20151001	23221	愛知県		新城市
4204	19701001	23222	愛知県		東海市	1	20151001	23222	愛知県		東海市
4206	19701001	23223	愛知県		大府市	1	20151001	23223	愛知県		大府市
4208	19701001	23224	愛知県		知多市	1	20151001	23224	愛知県		知多市
4217	19701001	23301	愛知県	愛知郡	豊明町	1	20151001	23229	愛知県		豊明市
4224	19701001	23302	愛知県	愛知郡	東郷町	1	20151001	23302	愛知県	愛知郡	東郷町
4219	19701001	23303	愛知県	愛知郡	日進町	1	20151001	23230	愛知県		日進市
4225	19701001	23304	愛知県	愛知郡	長久手村	1	20151001	23238	愛知県		長久手市
4211	19701001	23321	愛知県	東春日井郡	旭町	1	20151001	23226	愛知県		尾張旭市
1945	19701001	23341	愛知県	西春日井郡	西枇杷島町	1	20151001	23233	愛知県		清須市
4227	19701001	23342	愛知県	西春日井郡	豊山村	1	20151001	23342	愛知県	西春日井郡	豊山町
2813	19701001	23343	愛知県	西春日井郡	師勝町	1	20151001	23234	愛知県		北名古屋市
2814	19701001	23344	愛知県	西春日井郡	西春町	1	20151001	23234	愛知県		北名古屋市
3157	19701001	23345	愛知県	西春日井郡	春日村	1	20151001	23233	愛知県		清須市
1946	19701001	23346	愛知県	西春日井郡	清洲町	1	20151001	23233	愛知県		清須市
1947	19701001	23347	愛知県	西春日井郡	新川町	1	20151001	23233	愛知県		清須市
4229	19701001	23361	愛知県	丹羽郡	大口町	1	20151001	23361	愛知県	丹羽郡	大口町
4230	19701001	23362	愛知県	丹羽郡	扶桑町	1	20151001	23362	愛知県	丹羽郡	扶桑町
4215	19701001	23363	愛知県	丹羽郡	岩倉町	1	20151001	23228	愛知県		岩倉市
1767	19701001	23381	愛知県	葉栗郡	木曽川町	1	20151001	23203	愛知県		一宮市
1779	19701001	23401	愛知県	中島郡	祖父江町	1	20151001	23220	愛知県		稲沢市
1780	19701001	23402	愛知県	中島郡	平和町	1	20151001	23220	愛知県		稲沢市
3198	19701001	23421	愛知県	海部郡	七宝町	1	20151001	23237	愛知県		あま市
3199	19701001	23422	愛知県	海部郡	美和町	1	20151001	23237	愛知県		あま市
3200	19701001	23423	愛知県	海部郡	甚目寺町	1	20151001	23237	愛知県		あま市
4231	19701001	23424	愛知県	海部郡	大治村	1	20151001	23424	愛知県	海部郡	大治町
4233	19701001	23425	愛知県	海部郡	蟹江町	1	20151001	23425	愛知県	海部郡	蟹江町
3026	19701001	23426	愛知県	海部郡	十四山村	1	20151001	23235	愛知県		弥富市
4234	19701001	23427	愛知県	海部郡	飛島村	1	20151001	23427	愛知県	海部郡	飛島村
3025	19701001	23428	愛知県	海部郡	弥富町	1	20151001	23235	愛知県		弥富市
1782	19701001	23429	愛知県	海部郡	佐屋町	1	20151001	23232	愛知県		愛西市
1783	19701001	23430	愛知県	海部郡	立田村	1	20151001	23232	愛知県		愛西市
1784	19701001	23431	愛知県	海部郡	八開村	1	20151001	23232	愛知県		愛西市
1785	19701001	23432	愛知県	海部郡	佐織町	1	20151001	23232	愛知県		愛西市
4235	19701001	23441	愛知県	知多郡	阿久比町	1	20151001	23441	愛知県	知多郡	阿久比町
4236	19701001	23442	愛知県	知多郡	東浦町	1	20151001	23442	愛知県	知多郡	東浦町
4237	19701001	23445	愛知県	知多郡	南知多町	1	20151001	23445	愛知県	知多郡	南知多町
4238	19701001	23446	愛知県	知多郡	美浜町	1	20151001	23446	愛知県	知多郡	美浜町
4239	19701001	23447	愛知県	知多郡	武豊町	1	20151001	23447	愛知県	知多郡	武豊町
4213	19701001	23461	愛知県	碧海郡	高浜町	1	20151001	23227	愛知県		高浜市
4209	19701001	23462	愛知県	碧海郡	知立町	1	20151001	23225	愛知県		知立市
4240	19701001	23481	愛知県	幡豆郡	一色町	1	20151001	23213	愛知県		西尾市
4241	19701001	23482	愛知県	幡豆郡	吉良町	1	20151001	23213	愛知県		西尾市
4242	19701001	23483	愛知県	幡豆郡	幡豆町	1	20151001	23213	愛知県		西尾市
4243	19701001	23501	愛知県	額田郡	幸田町	1	20151001	23501	愛知県	額田郡	幸田町
2442	19701001	23502	愛知県	額田郡	額田町	1	20151001	23202	愛知県		岡崎市
4221	19701001	23521	愛知県	西加茂郡	三好町	1	20151001	23236	愛知県		みよし市
1769	19701001	23522	愛知県	西加茂郡	藤岡村	1	20151001	23211	愛知県		豊田市
1771	19701001	23523	愛知県	西加茂郡	小原村	1	20151001	23211	愛知県		豊田市
1772	19701001	23541	愛知県	東加茂郡	足助町	1	20151001	23211	愛知県		豊田市
1773	19701001	23543	愛知県	東加茂郡	下山村	1	20151001	23211	愛知県		豊田市
1774	19701001	23544	愛知県	東加茂郡	旭町	1	20151001	23211	愛知県		豊田市
2144	19701001	23561	愛知県	北設楽郡	設楽町	1	20151001	23561	愛知県	北設楽郡	設楽町
4244	19701001	23562	愛知県	北設楽郡	東栄町	1	20151001	23562	愛知県	北設楽郡	東栄町
2355	19701001	23563	愛知県	北設楽郡	豊根村	1	20151001	23563	愛知県	北設楽郡	豊根村
2356	19701001	23564	愛知県	北設楽郡	富山村	1	20151001	23563	愛知県	北設楽郡	豊根村
2145	19701001	23565	愛知県	北設楽郡	津具村	1	20151001	23561	愛知県	北設楽郡	設楽町
1775	19701001	23566	愛知県	北設楽郡	稲武町	1	20151001	23211	愛知県		豊田市
2139	19701001	23581	愛知県	南設楽郡	鳳来町	1	20151001	23221	愛知県		新城市
2140	19701001	23582	愛知県	南設楽郡	作手村	1	20151001	23221	愛知県		新城市
3101	19701001	23601	愛知県	宝飯郡	音羽町	1	20151001	23207	愛知県		豊川市
2601	19701001	23602	愛知県	宝飯郡	一宮町	1	20151001	23207	愛知県		豊川市
3190	19701001	23603	愛知県	宝飯郡	小坂井町	1	20151001	23207	愛知県		豊川市
3102	19701001	23604	愛知県	宝飯郡	御津町	1	20151001	23207	愛知県		豊川市
492	19701001	23621	愛知県	渥美郡	田原町	1	20151001	23231	愛知県		田原市
491	19701001	23622	愛知県	渥美郡	赤羽根町	1	20151001	23231	愛知県		田原市
2142	19701001	23623	愛知県	渥美郡	渥美町	1	20151001	23231	愛知県		田原市
160	19701001	24201	三重県		津市	1	20151001	24201	三重県		津市
1164	19701001	24202	三重県		四日市市	1	20151001	24202	三重県		四日市市
2310	19701001	24203	三重県		伊勢市	1	20151001	24203	三重県		伊勢市
975	19701001	24204	三重県		松阪市	1	20151001	24204	三重県		松阪市
928	19701001	24205	三重県		桑名市	1	20151001	24205	三重県		桑名市
842	19701001	24206	三重県		上野市	1	20151001	24216	三重県		伊賀市
4245	19701001	24207	三重県		鈴鹿市	1	20151001	24207	三重県		鈴鹿市
4246	19701001	24208	三重県		名張市	1	20151001	24208	三重県		名張市
4247	19701001	24209	三重県		尾鷲市	1	20151001	24209	三重県		尾鷲市
1047	19701001	24210	三重県		亀山市	1	20151001	24210	三重県		亀山市
4248	19701001	24211	三重県		鳥羽市	1	20151001	24211	三重県		鳥羽市
2315	19701001	24212	三重県		熊野市	1	20151001	24212	三重県		熊野市
2445	19701001	24213	三重県		久居市	1	20151001	24201	三重県		津市
929	19701001	24301	三重県	桑名郡	多度町	1	20151001	24205	三重県		桑名市
930	19701001	24302	三重県	桑名郡	長島町	1	20151001	24205	三重県		桑名市
4249	19701001	24303	三重県	桑名郡	木曽岬村	1	20151001	24303	三重県	桑名郡	木曽岬町
502	19701001	24321	三重県	員弁郡	北勢町	1	20151001	24214	三重県		いなべ市
503	19701001	24322	三重県	員弁郡	員弁町	1	20151001	24214	三重県		いなべ市
504	19701001	24323	三重県	員弁郡	大安町	1	20151001	24214	三重県		いなべ市
4251	19701001	24324	三重県	員弁郡	東員町	1	20151001	24324	三重県	員弁郡	東員町
505	19701001	24325	三重県	員弁郡	藤原町	1	20151001	24214	三重県		いなべ市
4252	19701001	24341	三重県	三重郡	菰野町	1	20151001	24341	三重県	三重郡	菰野町
1165	19701001	24342	三重県	三重郡	楠町	1	20151001	24202	三重県		四日市市
4253	19701001	24343	三重県	三重郡	朝日町	1	20151001	24343	三重県	三重郡	朝日町
4254	19701001	24344	三重県	三重郡	川越町	1	20151001	24344	三重県	三重郡	川越町
1048	19701001	24361	三重県	鈴鹿郡	関町	1	20151001	24210	三重県		亀山市
2446	19701001	24381	三重県	安芸郡	河芸町	1	20151001	24201	三重県		津市
2447	19701001	24382	三重県	安芸郡	芸濃町	1	20151001	24201	三重県		津市
2448	19701001	24383	三重県	安芸郡	美里村	1	20151001	24201	三重県		津市
2449	19701001	24384	三重県	安芸郡	安濃村	1	20151001	24201	三重県		津市
159	19701001	24385	三重県	安芸郡	豊里村	1	20151001	24201	三重県		津市
2451	19701001	24402	三重県	一志郡	香良洲町	1	20151001	24201	三重県		津市
2452	19701001	24403	三重県	一志郡	一志町	1	20151001	24201	三重県		津市
2453	19701001	24404	三重県	一志郡	白山町	1	20151001	24201	三重県		津市
976	19701001	24405	三重県	一志郡	嬉野町	1	20151001	24204	三重県		松阪市
2454	19701001	24406	三重県	一志郡	美杉村	1	20151001	24201	三重県		津市
977	19701001	24407	三重県	一志郡	三雲村	1	20151001	24204	三重県		松阪市
979	19701001	24421	三重県	飯南郡	飯南町	1	20151001	24204	三重県		松阪市
980	19701001	24422	三重県	飯南郡	飯高町	1	20151001	24204	三重県		松阪市
2456	19701001	24441	三重県	多気郡	多気町	1	20151001	24441	三重県	多気郡	多気町
4255	19701001	24442	三重県	多気郡	明和町	1	20151001	24442	三重県	多気郡	明和町
2574	19701001	24443	三重県	多気郡	大台町	1	20151001	24443	三重県	多気郡	大台町
2457	19701001	24444	三重県	多気郡	勢和村	1	20151001	24441	三重県	多気郡	多気町
2575	19701001	24445	三重県	多気郡	宮川村	1	20151001	24443	三重県	多気郡	大台町
4256	19701001	24461	三重県	度会郡	玉城町	1	20151001	24461	三重県	度会郡	玉城町
2311	19701001	24462	三重県	度会郡	二見町	1	20151001	24203	三重県		伊勢市
2312	19701001	24463	三重県	度会郡	小俣町	1	20151001	24203	三重県		伊勢市
2147	19701001	24464	三重県	度会郡	南勢町	1	20151001	24472	三重県	度会郡	南伊勢町
2148	19701001	24465	三重県	度会郡	南島町	1	20151001	24472	三重県	度会郡	南伊勢町
1222	19701001	24466	三重県	度会郡	大宮町	1	20151001	24471	三重県	度会郡	大紀町
1223	19701001	24467	三重県	度会郡	紀勢町	1	20151001	24471	三重県	度会郡	大紀町
2313	19701001	24468	三重県	度会郡	御薗村	1	20151001	24203	三重県		伊勢市
1224	19701001	24469	三重県	度会郡	大内山村	1	20151001	24471	三重県	度会郡	大紀町
4257	19701001	24470	三重県	度会郡	度会町	1	20151001	24470	三重県	度会郡	度会町
843	19701001	24481	三重県	阿山郡	伊賀町	1	20151001	24216	三重県		伊賀市
844	19701001	24482	三重県	阿山郡	島ヶ原村	1	20151001	24216	三重県		伊賀市
845	19701001	24483	三重県	阿山郡	阿山町	1	20151001	24216	三重県		伊賀市
846	19701001	24484	三重県	阿山郡	大山田村	1	20151001	24216	三重県		伊賀市
847	19701001	24501	三重県	名賀郡	青山町	1	20151001	24216	三重県		伊賀市
671	19701001	24521	三重県	志摩郡	浜島町	1	20151001	24215	三重県		志摩市
672	19701001	24522	三重県	志摩郡	大王町	1	20151001	24215	三重県		志摩市
673	19701001	24523	三重県	志摩郡	志摩町	1	20151001	24215	三重県		志摩市
674	19701001	24524	三重県	志摩郡	阿児町	1	20151001	24215	三重県		志摩市
675	19701001	24525	三重県	志摩郡	磯部町	1	20151001	24215	三重県		志摩市
2253	19701001	24541	三重県	北牟婁郡	紀伊長島町	1	20151001	24543	三重県	北牟婁郡	紀北町
2254	19701001	24542	三重県	北牟婁郡	海山町	1	20151001	24543	三重県	北牟婁郡	紀北町
4258	19701001	24561	三重県	南牟婁郡	御浜町	1	20151001	24561	三重県	南牟婁郡	御浜町
2571	19701001	24562	三重県	南牟婁郡	紀宝町	1	20151001	24562	三重県	南牟婁郡	紀宝町
2316	19701001	24563	三重県	南牟婁郡	紀和町	1	20151001	24212	三重県		熊野市
2572	19701001	24564	三重県	南牟婁郡	鵜殿村	1	20151001	24562	三重県	南牟婁郡	紀宝町
2816	19701001	25201	滋賀県		大津市	1	20151001	25201	滋賀県		大津市
4259	19701001	25202	滋賀県		彦根市	1	20151001	25202	滋賀県		彦根市
2630	19701001	25203	滋賀県		長浜市	1	20151001	25203	滋賀県		長浜市
3195	19701001	25204	滋賀県		近江八幡市	1	20151001	25204	滋賀県		近江八幡市
1181	19701001	25205	滋賀県		八日市市	1	20151001	25213	滋賀県		東近江市
4260	19701001	25206	滋賀県		草津市	1	20151001	25206	滋賀県		草津市
4262	19701001	25207	滋賀県		守山市	1	20151001	25207	滋賀県		守山市
2817	19701001	25301	滋賀県	滋賀郡	志賀町	1	20151001	25201	滋賀県		大津市
4263	19701001	25321	滋賀県	栗太郡	栗東町	1	20151001	25208	滋賀県		栗東市
683	19701001	25342	滋賀県	野洲郡	中主町	1	20151001	25210	滋賀県		野洲市
684	19701001	25343	滋賀県	野洲郡	野洲町	1	20151001	25210	滋賀県		野洲市
686	19701001	25361	滋賀県	甲賀郡	石部町	1	20151001	25211	滋賀県		湖南市
687	19701001	25362	滋賀県	甲賀郡	甲西町	1	20151001	25211	滋賀県		湖南市
677	19701001	25363	滋賀県	甲賀郡	水口町	1	20151001	25209	滋賀県		甲賀市
678	19701001	25364	滋賀県	甲賀郡	土山町	1	20151001	25209	滋賀県		甲賀市
679	19701001	25365	滋賀県	甲賀郡	甲賀町	1	20151001	25209	滋賀県		甲賀市
680	19701001	25366	滋賀県	甲賀郡	甲南町	1	20151001	25209	滋賀県		甲賀市
681	19701001	25367	滋賀県	甲賀郡	信楽町	1	20151001	25209	滋賀県		甲賀市
3196	19701001	25381	滋賀県	蒲生郡	安土町	1	20151001	25204	滋賀県		近江八幡市
2459	19701001	25382	滋賀県	蒲生郡	蒲生町	1	20151001	25213	滋賀県		東近江市
4265	19701001	25383	滋賀県	蒲生郡	日野町	1	20151001	25383	滋賀県	蒲生郡	日野町
4266	19701001	25384	滋賀県	蒲生郡	竜王町	1	20151001	25384	滋賀県	蒲生郡	竜王町
1182	19701001	25401	滋賀県	神崎郡	永源寺町	1	20151001	25213	滋賀県		東近江市
1183	19701001	25402	滋賀県	神崎郡	五個荘町	1	20151001	25213	滋賀県		東近江市
2460	19701001	25403	滋賀県	神崎郡	能登川町	1	20151001	25213	滋賀県		東近江市
1184	19701001	25421	滋賀県	愛知郡	愛東村	1	20151001	25213	滋賀県		東近江市
1186	19701001	25422	滋賀県	愛知郡	湖東町	1	20151001	25213	滋賀県		東近江市
2627	19701001	25423	滋賀県	愛知郡	秦荘町	1	20151001	25425	滋賀県	愛知郡	愛荘町
2628	19701001	25424	滋賀県	愛知郡	愛知川町	1	20151001	25425	滋賀県	愛知郡	愛荘町
4267	19701001	25441	滋賀県	犬上郡	豊郷村	1	20151001	25441	滋賀県	犬上郡	豊郷町
4269	19701001	25442	滋賀県	犬上郡	甲良町	1	20151001	25442	滋賀県	犬上郡	甲良町
4270	19701001	25443	滋賀県	犬上郡	多賀町	1	20151001	25443	滋賀県	犬上郡	多賀町
1226	19701001	25461	滋賀県	坂田郡	山東町	1	20151001	25214	滋賀県		米原市
1227	19701001	25462	滋賀県	坂田郡	伊吹村	1	20151001	25214	滋賀県		米原市
1229	19701001	25463	滋賀県	坂田郡	米原町	1	20151001	25214	滋賀県		米原市
2150	19701001	25464	滋賀県	坂田郡	近江町	1	20151001	25214	滋賀県		米原市
2631	19701001	25481	滋賀県	東浅井郡	浅井町	1	20151001	25203	滋賀県		長浜市
3164	19701001	25482	滋賀県	東浅井郡	虎姫町	1	20151001	25203	滋賀県		長浜市
3165	19701001	25483	滋賀県	東浅井郡	湖北町	1	20151001	25203	滋賀県		長浜市
2632	19701001	25484	滋賀県	東浅井郡	びわ村	1	20151001	25203	滋賀県		長浜市
3166	19701001	25501	滋賀県	伊香郡	高月町	1	20151001	25203	滋賀県		長浜市
3167	19701001	25502	滋賀県	伊香郡	木之本町	1	20151001	25203	滋賀県		長浜市
3168	19701001	25503	滋賀県	伊香郡	余呉村	1	20151001	25203	滋賀県		長浜市
3170	19701001	25504	滋賀県	伊香郡	西浅井村	1	20151001	25203	滋賀県		長浜市
982	19701001	25521	滋賀県	高島郡	マキノ町	1	20151001	25212	滋賀県		高島市
983	19701001	25522	滋賀県	高島郡	今津町	1	20151001	25212	滋賀県		高島市
984	19701001	25523	滋賀県	高島郡	朽木村	1	20151001	25212	滋賀県		高島市
985	19701001	25524	滋賀県	高島郡	安曇川町	1	20151001	25212	滋賀県		高島市
986	19701001	25525	滋賀県	高島郡	高島町	1	20151001	25212	滋賀県		高島市
987	19701001	25526	滋賀県	高島郡	新旭町	1	20151001	25212	滋賀県		高島市
1787	19701001	26100	京都府	京都市		1	20151001	26100	京都府	京都市	
2462	19701001	26201	京都府		福知山市	1	20151001	26201	京都府		福知山市
4278	19701001	26202	京都府		舞鶴市	1	20151001	26202	京都府		舞鶴市
4279	19701001	26203	京都府		綾部市	1	20151001	26203	京都府		綾部市
4280	19701001	26204	京都府		宇治市	1	20151001	26204	京都府		宇治市
4281	19701001	26205	京都府		宮津市	1	20151001	26205	京都府		宮津市
4282	19701001	26206	京都府		亀岡市	1	20151001	26206	京都府		亀岡市
4285	19701001	26301	京都府	乙訓郡	向日町	1	20151001	26208	京都府		向日市
4287	19701001	26302	京都府	乙訓郡	長岡町	1	20151001	26209	京都府		長岡京市
4293	19701001	26303	京都府	乙訓郡	大山崎町	1	20151001	26303	京都府	乙訓郡	大山崎町
4283	19701001	26321	京都府	久世郡	城陽町	1	20151001	26207	京都府		城陽市
4294	19701001	26322	京都府	久世郡	久御山町	1	20151001	26322	京都府	久世郡	久御山町
4289	19701001	26341	京都府	綴喜郡	八幡町	1	20151001	26210	京都府		八幡市
4291	19701001	26342	京都府	綴喜郡	田辺町	1	20151001	26211	京都府		京田辺市
4295	19701001	26343	京都府	綴喜郡	井手町	1	20151001	26343	京都府	綴喜郡	井手町
4296	19701001	26344	京都府	綴喜郡	宇治田原町	1	20151001	26344	京都府	綴喜郡	宇治田原町
3059	19701001	26361	京都府	相楽郡	山城町	1	20151001	26214	京都府		木津川市
3060	19701001	26362	京都府	相楽郡	木津町	1	20151001	26214	京都府		木津川市
3061	19701001	26363	京都府	相楽郡	加茂町	1	20151001	26214	京都府		木津川市
4297	19701001	26364	京都府	相楽郡	笠置町	1	20151001	26364	京都府	相楽郡	笠置町
4298	19701001	26365	京都府	相楽郡	和束町	1	20151001	26365	京都府	相楽郡	和束町
4299	19701001	26366	京都府	相楽郡	精華町	1	20151001	26366	京都府	相楽郡	精華町
4300	19701001	26367	京都府	相楽郡	南山城村	1	20151001	26367	京都府	相楽郡	南山城村
1788	19701001	26381	京都府	北桑田郡	京北町	1	20151001	26100	京都府	京都市	
2467	19701001	26382	京都府	北桑田郡	美山町	1	20151001	26213	京都府		南丹市
2468	19701001	26401	京都府	船井郡	園部町	1	20151001	26213	京都府		南丹市
2469	19701001	26402	京都府	船井郡	八木町	1	20151001	26213	京都府		南丹市
2256	19701001	26403	京都府	船井郡	丹波町	1	20151001	26407	京都府	船井郡	京丹波町
2470	19701001	26404	京都府	船井郡	日吉町	1	20151001	26213	京都府		南丹市
2257	19701001	26405	京都府	船井郡	瑞穂町	1	20151001	26407	京都府	船井郡	京丹波町
2258	19701001	26406	京都府	船井郡	和知町	1	20151001	26407	京都府	船井郡	京丹波町
2463	19701001	26421	京都府	天田郡	三和町	1	20151001	26201	京都府		福知山市
2464	19701001	26422	京都府	天田郡	夜久野町	1	20151001	26201	京都府		福知山市
2465	19701001	26441	京都府	加佐郡	大江町	1	20151001	26201	京都府		福知山市
2692	19701001	26461	京都府	与謝郡	加悦町	1	20151001	26465	京都府	与謝郡	与謝野町
2693	19701001	26462	京都府	与謝郡	岩滝町	1	20151001	26465	京都府	与謝郡	与謝野町
4301	19701001	26463	京都府	与謝郡	伊根町	1	20151001	26463	京都府	与謝郡	伊根町
2694	19701001	26464	京都府	与謝郡	野田川町	1	20151001	26465	京都府	与謝郡	与謝野町
595	19701001	26481	京都府	中郡	峰山町	1	20151001	26212	京都府		京丹後市
596	19701001	26482	京都府	中郡	大宮町	1	20151001	26212	京都府		京丹後市
597	19701001	26501	京都府	竹野郡	網野町	1	20151001	26212	京都府		京丹後市
598	19701001	26502	京都府	竹野郡	丹後町	1	20151001	26212	京都府		京丹後市
599	19701001	26503	京都府	竹野郡	弥栄町	1	20151001	26212	京都府		京丹後市
600	19701001	26521	京都府	熊野郡	久美浜町	1	20151001	26212	京都府		京丹後市
4302	19701001	27100	大阪府	大阪市		1	20151001	27100	大阪府	大阪市	
1137	19701001	27201	大阪府		堺市	1	20151001	27140	大阪府	堺市	
4317	19701001	27202	大阪府		岸和田市	1	20151001	27202	大阪府		岸和田市
4318	19701001	27203	大阪府		豊中市	1	20151001	27203	大阪府		豊中市
4319	19701001	27204	大阪府		池田市	1	20151001	27204	大阪府		池田市
4320	19701001	27205	大阪府		吹田市	1	20151001	27205	大阪府		吹田市
4321	19701001	27206	大阪府		泉大津市	1	20151001	27206	大阪府		泉大津市
4322	19701001	27207	大阪府		高槻市	1	20151001	27207	大阪府		高槻市
4323	19701001	27208	大阪府		貝塚市	1	20151001	27208	大阪府		貝塚市
4324	19701001	27209	大阪府		守口市	1	20151001	27209	大阪府		守口市
4325	19701001	27210	大阪府		枚方市	1	20151001	27210	大阪府		枚方市
4326	19701001	27211	大阪府		茨木市	1	20151001	27211	大阪府		茨木市
4327	19701001	27212	大阪府		八尾市	1	20151001	27212	大阪府		八尾市
